recordId,dirname,question,rewritten_tool_query,agent_name,rank,score,note,tool_count,llm_count,llm_names,tool_names,mean_tool_score,min_tool_score,has_any_negative_tool,has_any_nonpositive_tool,all_tools_positive,all_tools_score3,llm_scores_all_3
leaderboard_bbh_disambiguation_qa_question_162,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Alex tells us that they could not meet.
Options:
(A) Alex could not meet
(B) We could not meet
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection; multiple choice answer extraction,agent_4,4,3,,0,1,tiiuae__falcon-7b,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_162,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Alex tells us that they could not meet.
Options:
(A) Alex could not meet
(B) We could not meet
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection; multiple choice answer extraction,agent_5,5,3,,0,1,nvidia__AceMath-72B-RM,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,agent_1,1,3,,0,1,tiiuae__Falcon3-7B-Instruct,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,agent_2,2,3,,0,1,togethercomputer__RedPajama-INCITE-Chat-3B-v1,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,agent_3,3,3,,0,1,EleutherAI__pythia-2.8b,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,agent_4,4,3,,0,1,EleutherAI__gpt-neo-125m,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_167,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: After meeting with the producers, Sam goes to their office.
Options:
(A) It is Sam's office
(B) It is the producers' office
(C) Ambiguous",pronoun antecedent resolution; ambiguity detection,agent_5,5,3,,0,1,google__mt5-small,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,agent_1,1,3,,0,1,microsoft__Orca-2-7b,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,agent_2,2,3,,0,1,tiiuae__Falcon3-7B-Instruct,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,agent_3,3,3,,0,1,togethercomputer__RedPajama-INCITE-Chat-3B-v1,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,agent_4,4,3,,0,1,EleutherAI__gpt-neo-125m,,,,False,False,True,True,True
leaderboard_bbh_disambiguation_qa_question_178,bbh_disambiguation_qa,"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.
Sentence: Bailey plans to meet the director at their office
Options:
(A) It is Bailey's office
(B) It is the director's office
(C) Ambiguous",pronoun antecedent resolution; ambiguous reference detection; multiple choice answer,agent_5,5,3,,0,1,google__mt5-small,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,agent_1,1,3,,0,1,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,agent_2,2,3,,0,1,deepseek-ai__deepseek-llm-7b-chat,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,agent_3,3,3,,0,1,nvidia__AceInstruct-7B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,agent_4,4,3,,0,1,microsoft__Orca-2-7b,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_10,bbh_formal_fallacies,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity checker; argument premise conclusion entailment; deductive reasoning validation,agent_5,5,3,,0,1,google__mt5-small,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,agent_1,1,3,,0,1,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,agent_2,2,3,,0,1,nvidia__OpenMath2-Llama3.1-8B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,agent_3,3,3,,0,1,togethercomputer__RedPajama-INCITE-Chat-3B-v1,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,agent_4,4,3,,0,1,nvidia__AceInstruct-7B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_83,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Whoever is an uncle of Andrew and a brother of Derrick is also a grandson of Jon.second premise: Every cousin of Chad is an uncle of Andrew. Third premise: Being a brother of Derrick is necessary for being a cousin of Chad. All this entails that every cousin of Chad is a grandson of Jon.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",argument validity check; logical entailment proof; premise conclusion verification,agent_5,5,3,,0,1,EleutherAI__gpt-neo-125m,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,agent_1,1,3,,0,1,google__mt5-small,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,agent_2,2,3,,0,1,tiiuae__falcon-7b-instruct,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,agent_3,3,3,,0,1,deepseek-ai__deepseek-llm-7b-chat,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,agent_4,4,3,,0,1,microsoft__Orca-2-7b,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_147,bbh_formal_fallacies,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; deductive argument evaluation; premise conclusion entailment,agent_5,5,3,,0,1,tiiuae__falcon-7b,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,agent_1,1,3,,0,1,deepseek-ai__DeepSeek-R1-Distill-Qwen-32B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,agent_2,2,3,,0,1,nvidia__OpenMath2-Llama3.1-8B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,agent_3,3,3,,0,1,togethercomputer__RedPajama-INCITE-Chat-3B-v1,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,agent_4,4,3,,0,1,nvidia__AceInstruct-7B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_184,bbh_formal_fallacies,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: Every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust or an ingredient of Parisian Chic. Whatever is an ingredient of Parisian Chic is not an ingredient of CUSTOM BLEND POWDER. In consequence, every ingredient of CUSTOM BLEND POWDER is an ingredient of Gold Dust.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",ingredient lookup; chemical composition search; deductive validity check,agent_5,5,3,,0,1,EleutherAI__gpt-neo-125m,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,agent_1,1,3,,0,1,nvidia__OpenMath2-Llama3.1-8B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,agent_2,2,3,,0,1,nvidia__AceInstruct-7B,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,agent_3,3,3,,0,1,tiiuae__falcon-7b-instruct,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,agent_4,4,3,,0,1,togethercomputer__RedPajama-INCITE-Chat-3B-v1,,,,False,False,True,True,True
leaderboard_bbh_formal_fallacies_question_228,bbh_formal_fallacies,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First premise: Oliver is not a regular user of Organix Hair shampoo. Second premise: Everyone who is not both a regular user of Organix Hair shampoo and a rare consumer of Purpose soap is however a loyal buyer of Kiss My Face soap. We may conclude that Oliver is a loyal buyer of Kiss My Face soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",logical validity check; premise conclusion entailment; deductive argument evaluation,agent_5,5,3,,0,1,EleutherAI__gpt-neo-125m,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_1,1,3,,1,1,nvidia__Llama-3.1-Nemotron-70B-Instruct-HF,Geometric Calculation&&Segment Intersect,3.0,3.0,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_2,2,3,,2,1,microsoft__Phi-3-medium-4k-instruct,Geometric Calculation&&Segment Intersect | Geometric Calculation&&Voronoi Diagram,2.5,2.0,False,False,True,False,True
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_3,3,3,,1,1,tiiuae__Falcon3-10B-Instruct,Geometric Calculation&&Segment Intersect,3.0,3.0,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_4,4,3,,0,1,google__recurrentgemma-9b-it,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_22,bbh_geometric_shapes,"This SVG path element <path d=""M 53.28,39.69 L 62.67,37.78 L 55.55,46.07 L 44.80,44.14 L 53.28,39.69""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG path shape classification; identify polygon from path coordinates,agent_5,5,3,,0,1,google__gemma-1.1-7b-it,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_1,1,3,,0,1,microsoft__Phi-3.5-mini-instruct,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_2,2,3,,0,1,microsoft__Phi-3-small-128k-instruct,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_3,3,3,,0,1,microsoft__Phi-3-small-8k-instruct,,,,False,False,True,True,True
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_4,4,2,,1,1,mistralai__Mistral-Nemo-Instruct-2407,<<Geometric Calculation&&Polygon operations>>,2.0,2.0,False,False,True,False,True
leaderboard_bbh_geometric_shapes_question_32,bbh_geometric_shapes,"This SVG path element <path d=""M 30.17,45.97 L 58.79,40.36 L 18.10,15.70 M 18.10,15.70 L 30.17,45.97""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",identify SVG path shape; geometry shape classification,agent_5,5,2,,2,1,nvidia__Llama-3.1-Nemotron-70B-Instruct-HF,<<Geometric Calculation&&Polygon operations>> | <<Geometric Calculation&&Polyline Simplyfication>>,2.0,2.0,False,False,True,False,True
leaderboard_bbh_geometric_shapes_question_123,bbh_geometric_shapes,"This SVG path element <path d=""M 27.91,67.16 L 3.81,55.19 L 22.81,3.46 M 22.81,3.46 L 27.91,67.16""/> draws a
Options:
(A) circle
(B) heptagon
(C) hexagon
(D) kite
(E) line
(F) octagon
(G) pentagon
(H) rectangle
(I) sector
(J) triangle",SVG shape classification; path geometry analysis; identify polygon shape from path data,agent_1,1,2,,2,1,mistralai__Mixtral-8x22B-v0.1,<<Geometric Calculation&&Is Convex Polygon>> | <<Geometric Calculation&&Segment Intersect>>,2.0,2.0,False,False,True,False,True
