tool_name,n,mean_score,score3_rate,negative_rate
<<Humor-Jokes-and-Memes&&random-joke>>,1,3.0,100.0,0.0
<<Humor-Jokes-and-Memes&&random-meme>>,1,3.0,100.0,0.0
<<Humor-Jokes-and-Memes&&search-gifs>>,1,3.0,100.0,0.0
<<IATACodes&&NearBy Airports API>>,1,3.0,100.0,0.0
<<IP Lookup by API-Ninjas&&v1/iplookup>>,1,3.0,100.0,0.0
<<Investment Calculator&&Mortgage Calculator>>,1,3.0,100.0,0.0
<<Isummar&&Article summarizer using site url>>,1,3.0,100.0,0.0
<<JD.COM Data Service&&ProductSearchByCategory>>,1,3.0,100.0,0.0
<<Jibber Jabber&&/paragraph>>,1,3.0,100.0,0.0
<<Jibber Jabber&&/word>>,1,3.0,100.0,0.0
<<Joke Generator 3000&&Jokes>>,1,3.0,100.0,0.0
<<Keyword Density&&Keyword Density>>,1,3.0,100.0,0.0
<<Keyword Density&&Keyword Occurences>>,1,3.0,100.0,0.0
<<Languagelayer&&detectLanguages>>,1,3.0,100.0,0.0
<<Latest Crypto News&&Get latest crypto news>>,1,3.0,100.0,0.0
<<Latest Stock Price&&price_all>>,1,3.0,100.0,0.0
<<Latest Stock Price&&prices>>,1,3.0,100.0,0.0
<<Lecto Translation&&List Languages>>,1,3.0,100.0,0.0
<<License Plate Lookup&&License Plate Lookup>>,1,3.0,100.0,0.0
<<LiveScore_v2&&matches/list-by-date (Deprecated)>>,1,3.0,100.0,0.0
<<LiveScore_v2&&matches/v2/get-pregame-form>>,1,3.0,100.0,0.0
<<LiveScore_v2&&matches/v2/get-statistics>>,1,3.0,100.0,0.0
<<Local Businesses by Outscraper&&Get Places Reviews>>,1,3.0,100.0,0.0
<<Local Businesses by Outscraper&&Search Places>>,1,3.0,100.0,0.0
<<Location and Time&&Get Date and Time by Timezone>>,1,3.0,100.0,0.0
<<Location and Time&&Get Supported Timezones>>,1,3.0,100.0,0.0
<<Long Translator&&languages>>,1,3.0,100.0,0.0
<<Love Calculator&&Get Match>>,1,3.0,100.0,0.0
<<MidJourney AI&&upscale>>,1,3.0,100.0,0.0
<<MidJourney API&&upscale>>,1,3.0,100.0,0.0
<<MidJourney Experience&&upscale>>,1,3.0,100.0,0.0
<<Midjourney : AI Image Generation&&upscale>>,1,3.0,100.0,0.0
<<Midjourney Vision&&upscale>>,1,3.0,100.0,0.0
<<Mortgage Monthly Payment Calculator&&Monthly Payment>>,1,3.0,100.0,0.0
<<My Amazon Data Parser&&Get Amazon Product Offers>>,1,3.0,100.0,0.0
<<NBA Games based on date&&NBA games based on date>>,1,3.0,100.0,0.0
<<NLP&&Find Keywords For Site>>,1,3.0,100.0,0.0
<<Nasdaq Stock Pricing&&Get Price>>,1,3.0,100.0,0.0
<<New Cryptocurrencies Listings&&New Listings>>,1,3.0,100.0,0.0
<<NewsNow&&Headlines -Query (Powered By Google )>>,1,3.0,100.0,0.0
<<NewsNow&&News (Powered By Duck Duck Go)>>,1,3.0,100.0,0.0
<<NewsNow&&News API V2 (Powered By Google)>>,1,3.0,100.0,0.0
<<NewsNow&&Top News (Powered By Duck Duck Go)>>,1,3.0,100.0,0.0
<<NewsNow&&Top World Headline (Powered By Google )>>,1,3.0,100.0,0.0
<<OpenCritic API&&/game/reviewed-this-week>>,1,3.0,100.0,0.0
<<OpenCritic API&&/game/reviewed-today>>,1,3.0,100.0,0.0
<<Otapi Aliexpress&&Get Item>>,1,3.0,100.0,0.0
<<Otapi Aliexpress&&Search for items>>,1,3.0,100.0,0.0
<<PedidosYa&&Get Restaurant by Link>>,1,3.0,100.0,0.0
<<PedidosYa&&Get Restaurants by Address>>,1,3.0,100.0,0.0
<<PinDuoDuo Data Service&&GoodsSearchByCategory>>,1,3.0,100.0,0.0
<<Quotel - Quotes&&GetTopic>>,1,3.0,100.0,0.0
<<Quotel - Quotes&&SearchAuthorsByString>>,1,3.0,100.0,0.0
<<Quotel - Quotes&&SearchQuotesByString>>,1,3.0,100.0,0.0
<<Quotes by API-Ninjas&&/v1/quotes>>,1,3.0,100.0,0.0
<<Quotes_v2&&Get Available Authors>>,1,3.0,100.0,0.0
<<Quotes_v2&&Get Random Quote>>,1,3.0,100.0,0.0
<<Quotes_v2&&Quotes By Authors>>,1,3.0,100.0,0.0
<<Quotes_v2&&Quotes by Keywords>>,1,3.0,100.0,0.0
<<Random Chunk API&&getRandomWord>>,1,3.0,100.0,0.0
<<Random Strings&&Random Words>>,1,3.0,100.0,0.0
<<Real Love Calculator&&POST />>,1,3.0,100.0,0.0
<<Real-Time Quotes&&Stock quotes>>,1,3.0,100.0,0.0
<<Realtor API for Real Estate Data&&RealtorAgentList>>,1,3.0,100.0,0.0
<<Regionalkonzept Strom Herkunft&&Strommix>>,1,3.0,100.0,0.0
<<Return Fact&&default>>,1,3.0,100.0,0.0
<<Schwab&&market/get-movers>>,1,3.0,100.0,0.0
<<Schwab&&news/list-latest>>,1,3.0,100.0,0.0
<<Soundcloud&&getComments>>,1,3.0,100.0,0.0
<<Soundcloud&&getUserComments>>,1,3.0,100.0,0.0
<<Startup Ideas&&ideas>>,1,3.0,100.0,0.0
<<Startup Ideas&&{category_slug}>>,1,3.0,100.0,0.0
<<Stock Sentiment API&&Market Data>>,1,3.0,100.0,0.0
<<Stock Sentiment API&&News Sentiment Data>>,1,3.0,100.0,0.0
<<Stock&&Stock Latest Price>>,1,3.0,100.0,0.0
<<Suggest the Book&&default>>,1,3.0,100.0,0.0
<<TEXTKING Translation&&List target languages>>,1,3.0,100.0,0.0
<<TLDRThis&&Human-like Article Summarization>>,1,3.0,100.0,0.0
<<Text Summarization&&Text Summarization for URL>>,1,3.0,100.0,0.0
<<Text translation - Multilingual/bilingual&&translatetexttotext>>,1,3.0,100.0,0.0
<<The Love Calculator&&Get Match>>,1,3.0,100.0,0.0
<<They Said So - Say it with style&&Search Authors>>,1,3.0,100.0,0.0
<<They Said So - Say it with style&&Search Quote>>,1,3.0,100.0,0.0
<<TikTok_Solutions&&General Trending>>,1,3.0,100.0,0.0
<<TikTok_v3&&Videos By Music>>,1,3.0,100.0,0.0
<<Tiktok_v2&&Hashtag>>,1,3.0,100.0,0.0
<<Tomorrow.io&&retrieveTimelinesAdvanced>>,1,3.0,100.0,0.0
<<Tourist Attraction&&Reviews>>,1,3.0,100.0,0.0
<<Translate_v3&&Accurate Language Detection>>,1,3.0,100.0,0.0
<<Translate_v3&&Translate>>,1,3.0,100.0,0.0
<<Translation Cloud&&Language Detection>>,1,3.0,100.0,0.0
<<Travel Advisor&&photos/v2/list>>,1,3.0,100.0,0.0
<<Trivia Facts&&Trivia Facts>>,1,3.0,100.0,0.0
<<U.S. Economic Indicators&&Mortgage Rate 30-Year Fixed>>,1,3.0,100.0,0.0
<<US Geo Data&&Lookup Zip Codes>>,1,3.0,100.0,0.0
<<US Real Estate&&/agents/agent-listings>>,1,3.0,100.0,0.0
<<VIN Lookup by API-Ninjas&&/v1/vinlookup>>,1,3.0,100.0,0.0
<<Vehicle RC Information_v2&&Vehicle Information>>,1,3.0,100.0,0.0
<<Vessel Data&&Get Vessel Info>>,1,3.0,100.0,0.0
<<Walk Score&&Walk Score>>,1,3.0,100.0,0.0
<<WallStreetBets Sentiment&&Daily Stock Sentiment>>,1,3.0,100.0,0.0
<<Website Contacts Scraper&&Scrape Contacts from Website>>,1,3.0,100.0,0.0
<<Whois Lookup_v3&&NS Lookup>>,1,3.0,100.0,0.0
<<Whois Lookup_v5&&NsLookup>>,1,3.0,100.0,0.0
<<Words of Wisdom - The Famous Quotes API&&/authors>>,1,3.0,100.0,0.0
<<Words of Wisdom - The Famous Quotes API&&/quotes>>,1,3.0,100.0,0.0
<<World Bank | GDP&&List all countries>>,1,3.0,100.0,0.0
<<Worldwide Recipes&&Related>>,1,3.0,100.0,0.0
<<Worldwide Recipes&&Suggestions>>,1,3.0,100.0,0.0
<<Wyre Data&&Search restaurants by local authority>>,1,3.0,100.0,0.0
<<Zillow_v2&&Agent details by username>>,1,3.0,100.0,0.0
<<Zillow_v2&&Agent's active listings>>,1,3.0,100.0,0.0
"<<Zillow_v2&&Walk, Transit and Bike Score>>",1,3.0,100.0,0.0
<<Zip Code Master&&Get ZIP code detail>>,1,3.0,100.0,0.0
<<compare&&get products>>,1,3.0,100.0,0.0
<<cs-skin API&&Random Skin from Class>>,1,3.0,100.0,0.0
<<de-boundaries-io&&Query for Postal Code Boundary by postal code.>>,1,3.0,100.0,0.0
<<jokes &&Get jokes>>,1,3.0,100.0,0.0
<<jokes &&Search for joke>>,1,3.0,100.0,0.0
<<news-world-api&&this request search for all this  news>>,1,3.0,100.0,0.0
<<news-world-api&&this request search for news_es>>,1,3.0,100.0,0.0
<<news-world-api&&this request search for news_guardian>>,1,3.0,100.0,0.0
<<public-url-share&&Top 50 startups news from the last month>>,1,3.0,100.0,0.0
<<text-url-pdf-summarization&&simple text>>,1,3.0,100.0,0.0
<<weather forecast 14 days&&getforecastdata>>,1,3.0,100.0,0.0
"<<webcams.travel&&/webcams/list/nearby={lat},{lng},{radius}>>",1,3.0,100.0,0.0
"<<webcams.travel&&/webcams/list/region={region}[,{region}[,...]]>>",1,3.0,100.0,0.0
Free Random Word Generator API,1,3.0,100.0,0.0
GetWeatherForCoordinates,1,3.0,100.0,0.0
Phone Number Validation&&Phone Number Validation,1,3.0,100.0,0.0
Phone Validate&&Phone Validate,1,3.0,100.0,0.0
Random Words,1,3.0,100.0,0.0
Shazam&&Artist Top Tracks,1,3.0,100.0,0.0
Shazam&&artists/get-top-songs,1,3.0,100.0,0.0
TheClique&&Shazam Artist,1,3.0,100.0,0.0
Travel Advisor&&attractions/v2/list,1,3.0,100.0,0.0
account_balance_query,1,3.0,100.0,0.0
balance_query,1,3.0,100.0,0.0
book_table,1,3.0,100.0,0.0
calculate_exchange_amount,1,3.0,100.0,0.0
calculate_total_interest,1,3.0,100.0,0.0
currency_exchange_rate,1,3.0,100.0,0.0
exchange_rate_query,1,3.0,100.0,0.0
find_recommended_dishes,1,3.0,100.0,0.0
get_exchange_rate,1,3.0,100.0,0.0
mortgage_calculator_tool,1,3.0,100.0,0.0
mymappi&&Search places,1,3.0,100.0,0.0
open-weather-map,1,3.0,100.0,0.0
request_menu,1,3.0,100.0,0.0
search_and_select_hotel,1,3.0,100.0,0.0
search_and_select_meeting_room,1,3.0,100.0,0.0
search_available_rooms,1,3.0,100.0,0.0
search_conference_rooms,1,3.0,100.0,0.0
table_booking_api,1,3.0,100.0,0.0
<<AI Translation APIs&&Translates HTML>>,1,2.0,0.0,0.0
<<Australian Suburb Information&&Filter by Postcode>>,1,2.0,0.0,0.0
<<Basketball - DataFeeds by Rolling Insights&&Weekly Schedule>>,1,2.0,0.0,0.0
<<Beers List&&getAllBeersList>>,1,2.0,0.0,0.0
<<Flickr&&suggestLocation>>,1,2.0,0.0,0.0
<<Ice Hockey Data&&Tournament List>>,1,2.0,0.0,0.0
<<Ice Hockey Data&&Tournament Teams>>,1,2.0,0.0,0.0
<<Investing - Cryptocurrency Markets&&get-ico-calendar>>,1,2.0,0.0,0.0
<<Location and Time&&Get Date and Time by City>>,1,2.0,0.0,0.0
<<Location and Time&&Search City by Name>>,1,2.0,0.0,0.0
<<New Cryptocurrencies Listings&&News>>,1,2.0,0.0,0.0
<<Palmy Investing API&&quote_list>>,1,2.0,0.0,0.0
<<Priceline com Provider&&Downalods hotels>>,1,2.0,0.0,0.0
<<Priceline com Provider&&Download amenities>>,1,2.0,0.0,0.0
<<Priceline com Provider&&Download cities clusters>>,1,2.0,0.0,0.0
<<Priceline com Provider&&Download locations>>,1,2.0,0.0,0.0
<<ProxyPage&&Random proxy>>,1,2.0,0.0,0.0
<<TimeTable Lookup &&airports - Nearest airports for a given latitude and longitude>>,1,2.0,0.0,0.0
<<WallStreetBets Sentiment&&Intraday Stock Sentiment>>,1,2.0,0.0,0.0
<<cs-skin API&&Random Skin from Weapon>>,1,2.0,0.0,0.0
Location and Time&&Search City by Location,1,2.0,0.0,0.0
special_foreign_currency_purchase,1,2.0,0.0,0.0
<<API-BASKETBALL&&head 2 head>>,1,1.0,0.0,0.0
<<Airport&&Get Airport by IATA>>,1,1.0,0.0,0.0
<<Chuck Norris&&/jokes/categories>>,1,1.0,0.0,0.0
<<Cricket Analytics&&team from Id>>,1,1.0,0.0,0.0
<<Eventful&&addEventTags>>,1,1.0,0.0,0.0
<<Greenlight&&Get Signals>>,1,1.0,0.0,0.0
<<Hourly Market Data&&GET Current ETH Data>>,1,1.0,0.0,0.0
<<Ice Hockey Data&&Recent Match List>>,1,1.0,0.0,0.0
<<Investing - Cryptocurrency Markets&&coins/list-pairs>>,1,1.0,0.0,0.0
<<MLB Data&&Broadcast Info>>,1,1.0,0.0,0.0
<<New Cryptocurrencies Listings&&Supported Exchanges>>,1,1.0,0.0,0.0
<<Semantic Quotes&&Random Quote>>,1,1.0,0.0,0.0
<<Sportspage Feeds&&Game By ID>>,1,1.0,0.0,0.0
<<Tik-Tok-Feed&&Video by ID No Cache>>,1,1.0,0.0,0.0
<<Tik-Tok-Feed&&Video by ID>>,1,1.0,0.0,0.0
<<TikTok_v3&&Music Id By Url>>,1,1.0,0.0,0.0
<<Translate Plus&&supported_languages>>,1,1.0,0.0,0.0
<<Tripadvisor&&Search Vacation Rental Location>>,1,1.0,0.0,0.0
<<URL Lookup by API-Ninjas&&v1/urllookup>>,1,1.0,0.0,0.0
<<Website Descriptor&&Describe URL>>,1,1.0,0.0,0.0
<<de-boundaries-io&&Query for City Boundary by Name>>,1,1.0,0.0,0.0
<<de-boundaries-io&&Query for City Names by State>>,1,1.0,0.0,0.0
<<de-boundaries-io&&Query for all State names.>>,1,1.0,0.0,0.0
"<<webcams.travel&&/webcams/list/limit={limit},{offset}>>",1,1.0,0.0,0.0
Deezer&&Genre,1,1.0,0.0,0.0
Deezer&&getPersonalRadioByGenre,1,1.0,0.0,0.0
Deezer&&getRadioByGenre,1,1.0,0.0,0.0
Deezer&&getRadiosForGenre,1,1.0,0.0,0.0
Deezer&&searchRadio,1,1.0,0.0,0.0
Jibber Jabber,1,1.0,0.0,0.0
QueryReminder,1,1.0,0.0,0.0
Shazam&&Artist Info,1,1.0,0.0,0.0
Shazam&&Artist Search,1,1.0,0.0,0.0
<<<<Places&&Place properties>>,1,-3.0,0.0,100.0
<<Car API&&Engines>>,1,-3.0,0.0,100.0
<<Car API&&Exterior Colors>>,1,-3.0,0.0,100.0
<<Fresh LinkedIn Profile Data&&Get Company by Domain>>,1,-3.0,0.0,100.0
<<Fresh LinkedIn Profile Data&&Get Company by URL>>,1,-3.0,0.0,100.0
<<Fresh LinkedIn Profile Data&&Get Job Details>>,1,-3.0,0.0,100.0
<<Fresh LinkedIn Profile Data&&Get Open Profile Status>>,1,-3.0,0.0,100.0
<<Fresh LinkedIn Profile Data&&Get Open to Work Status>>,1,-3.0,0.0,100.0
<<Messages&&getMsgs>>,1,-3.0,0.0,100.0
<<Places&&Autosuggest>>,1,-3.0,0.0,100.0
reserve_vehicle,1,-3.0,0.0,100.0
update_account_info,1,-3.0,0.0,100.0
