qid,step_idx,total_steps,prefix_chars,prefix_words,P@1,R@1,F1@1,Hit@1,nDCG@1,MRR@1
PartII_question_39451,1,2,302,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39451,2,2,1179,181,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57398,1,2,269,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57398,2,2,2122,296,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54407,1,2,286,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54407,2,2,1245,170,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60483,1,2,329,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60483,2,2,376,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15199,1,2,268,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15199,2,2,315,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72730,1,2,282,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72730,2,2,769,118,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2371,1,2,53,10,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2371,2,2,71,14,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_7805,1,2,146,26,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7805,2,2,288,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66720,1,2,337,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66720,2,2,384,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48296,1,2,228,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48296,2,2,767,124,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4379,1,2,346,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4379,2,2,942,145,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53521,1,2,232,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53521,2,2,870,127,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43622,1,2,232,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43622,2,2,850,135,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25452,1,2,275,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25452,2,2,322,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45019,1,2,244,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45019,2,2,647,90,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74470,1,2,88,15,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74470,2,2,109,20,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_17125,1,2,303,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17125,2,2,350,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14949,1,2,255,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14949,2,2,467,78,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37558,1,2,143,26,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37558,2,2,835,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13618,1,2,182,28,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13618,2,2,229,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71474,1,2,135,23,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71474,2,2,315,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49128,1,2,199,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49128,2,2,730,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43149,1,2,242,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43149,2,2,963,132,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_1161,1,2,89,13,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1161,2,2,5077,693,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_36844,1,2,260,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36844,2,2,307,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70074,1,2,327,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70074,2,2,374,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60270,1,2,295,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60270,2,2,734,104,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3446,1,2,203,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3446,2,2,250,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50497,1,2,241,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50497,2,2,726,109,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7629,1,2,264,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7629,2,2,421,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73935,1,2,142,23,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73935,2,2,368,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26415,1,2,307,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26415,2,2,780,125,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44296,1,2,242,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44296,2,2,978,135,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54775,1,2,207,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54775,2,2,484,78,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9784,1,2,210,38,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_9784,2,2,788,130,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_12823,1,2,163,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12823,2,2,472,72,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42282,1,2,265,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42282,2,2,308,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45346,1,2,352,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45346,2,2,712,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29920,1,2,237,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29920,2,2,1118,120,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48254,1,2,349,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48254,2,2,1134,181,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52633,1,2,396,63,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52633,2,2,443,68,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_24340,1,2,259,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24340,2,2,304,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2642,1,2,68,11,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2642,2,2,8764,1255,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31449,1,2,283,50,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_31449,2,2,620,108,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_45037,1,2,252,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45037,2,2,694,108,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27922,1,2,209,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27922,2,2,486,82,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51414,1,2,300,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51414,2,2,347,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55314,1,2,290,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_55314,2,2,795,123,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74676,1,2,94,15,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74676,2,2,115,20,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52283,1,2,281,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52283,2,2,328,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66419,1,2,419,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66419,2,2,762,120,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37996,1,2,365,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_37996,2,2,764,119,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14458,1,2,247,37,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_14458,2,2,1112,174,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1311,1,2,83,15,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1311,2,2,2279,315,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19284,1,2,243,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19284,2,2,620,95,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75626,1,2,97,19,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_75626,2,2,853,128,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23416,1,2,295,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23416,2,2,726,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49912,1,2,280,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49912,2,2,327,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63913,1,2,228,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63913,2,2,794,75,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18574,1,2,281,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18574,2,2,328,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66041,1,2,234,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66041,2,2,281,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66756,1,2,172,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66756,2,2,219,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74290,1,2,115,19,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74290,2,2,137,24,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_25649,1,2,244,41,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_25649,2,2,953,151,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54158,1,2,295,54,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_54158,2,2,342,59,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_24765,1,2,208,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24765,2,2,1006,145,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62477,1,2,219,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62477,2,2,266,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56403,1,2,272,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56403,2,2,319,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11361,1,2,283,48,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_11361,2,2,678,107,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_8272,1,2,274,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8272,2,2,321,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74050,1,2,239,44,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74050,2,2,286,49,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_62376,1,2,289,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62376,2,2,1392,171,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75576,1,2,278,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75576,2,2,871,134,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15555,1,2,380,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15555,2,2,1335,148,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39638,1,2,225,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39638,2,2,678,100,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5527,1,2,221,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5527,2,2,415,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49572,1,2,354,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49572,2,2,712,121,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25283,1,2,292,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25283,2,2,1029,135,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8795,1,2,245,39,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_8795,2,2,743,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36271,1,2,336,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36271,2,2,906,141,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15027,1,2,337,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15027,2,2,384,57,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_39095,1,2,260,41,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_39095,2,2,307,46,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_44552,1,2,303,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44552,2,2,1235,182,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70466,1,2,261,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70466,2,2,405,67,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61668,1,2,168,29,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61668,2,2,375,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15552,1,2,174,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15552,2,2,221,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54976,1,2,338,56,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_54976,2,2,794,132,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_72395,1,2,406,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72395,2,2,453,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4717,1,2,252,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4717,2,2,417,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53645,1,2,285,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53645,2,2,503,79,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50212,1,2,290,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50212,2,2,337,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2429,1,2,50,9,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2429,2,2,2192,160,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_62722,1,2,244,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62722,2,2,1007,180,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30905,1,2,462,78,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30905,2,2,1099,179,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33847,1,2,380,65,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33847,2,2,427,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73499,1,2,311,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73499,2,2,671,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26204,1,2,254,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26204,2,2,861,145,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47134,1,2,301,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47134,2,2,348,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42998,1,2,219,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42998,2,2,638,99,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6253,1,2,387,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6253,2,2,1227,169,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72687,1,2,336,52,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_72687,2,2,791,118,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_13404,1,2,440,72,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13404,2,2,958,151,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33359,1,2,310,52,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33359,2,2,677,106,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56747,1,2,319,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56747,2,2,1188,183,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43564,1,2,270,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43564,2,2,1028,150,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_58154,1,2,205,34,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58154,2,2,252,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45999,1,2,385,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45999,2,2,2181,287,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33598,1,2,262,48,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33598,2,2,466,76,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2811,1,2,260,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2811,2,2,307,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56535,1,2,159,25,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56535,2,2,578,89,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41822,1,2,237,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41822,2,2,284,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29122,1,2,302,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29122,2,2,349,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54830,1,2,294,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54830,2,2,665,109,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64682,1,2,221,39,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_64682,2,2,750,117,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52071,1,2,348,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52071,2,2,571,97,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4143,1,2,316,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4143,2,2,961,149,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25196,1,2,391,60,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_25196,2,2,1102,164,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_51132,1,2,277,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_51132,2,2,625,97,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_15191,1,2,137,25,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15191,2,2,184,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_76026,1,2,163,29,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_76026,2,2,552,88,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21720,1,2,259,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21720,2,2,1044,170,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61687,1,2,333,56,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_61687,2,2,536,87,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_69236,1,2,321,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69236,2,2,368,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34681,1,2,287,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34681,2,2,1074,173,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_668,1,2,74,13,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_668,2,2,7961,1233,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14782,1,2,306,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14782,2,2,353,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32786,1,2,293,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32786,2,2,669,106,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39302,1,2,240,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39302,2,2,287,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44138,1,2,242,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44138,2,2,289,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32980,1,2,158,24,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32980,2,2,633,90,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43749,1,2,339,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43749,2,2,558,89,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3540,1,2,191,33,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3540,2,2,602,72,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55515,1,2,261,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55515,2,2,1026,181,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59711,1,2,321,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59711,2,2,986,159,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_60284,1,2,246,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60284,2,2,914,128,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59230,1,2,309,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59230,2,2,807,143,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56549,1,2,275,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56549,2,2,551,100,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36106,1,2,381,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_36106,2,2,428,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51938,1,2,377,65,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_51938,2,2,713,106,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12097,1,2,257,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12097,2,2,302,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10875,1,2,299,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10875,2,2,346,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34167,1,2,280,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34167,2,2,327,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65372,1,2,358,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65372,2,2,405,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15288,1,2,205,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15288,2,2,586,81,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14061,1,2,231,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14061,2,2,827,135,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69666,1,2,317,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_69666,2,2,897,134,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7461,1,2,292,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7461,2,2,339,57,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_22854,1,2,212,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_22854,2,2,259,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7562,1,2,261,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7562,2,2,308,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56076,1,2,312,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56076,2,2,1073,186,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10429,1,2,263,41,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_10429,2,2,1779,303,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49409,1,2,225,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49409,2,2,272,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74998,1,2,135,24,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74998,2,2,157,29,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_59472,1,2,264,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59472,2,2,900,142,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30296,1,2,397,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30296,2,2,1579,158,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51731,1,2,229,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51731,2,2,473,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53800,1,2,288,50,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_53800,2,2,978,132,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59929,1,2,332,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59929,2,2,379,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44974,1,2,190,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_44974,2,2,485,81,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63799,1,2,238,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63799,2,2,285,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13674,1,2,228,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_13674,2,2,648,96,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51577,1,2,353,58,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_51577,2,2,847,141,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66247,1,2,395,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_66247,2,2,641,99,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_40951,1,2,247,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_40951,2,2,418,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56543,1,2,359,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56543,2,2,999,158,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31206,1,2,400,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31206,2,2,925,139,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63141,1,2,217,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63141,2,2,264,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48234,1,2,307,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48234,2,2,354,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6161,1,2,241,42,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_6161,2,2,664,107,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28024,1,2,299,55,1.0,1.0,1.0,1.0,1.0,1.0
